,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,image
77,Zebronics,Pro Series Z ZEB-NBC 4S Laptop,42990,69.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.0i69_bwgTDRvzFSgoY8cjAHaFd?rs=1&pid=ImgDetMain
78,HP,15s-fq5185TU Laptop,39150,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://uniquec.com/wp-content/uploads/FR2005-1170x1122.jpeg
79,Acer,Swift Go NXKPZSI002 Laptop,92999,64.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2880,1800,Windows 11 OS,1,https://cdn1.smartprix.com/rx-icbsQjusc-w1200-h1200/cbsQjusc.jpg
80,HP,Victus 16-s0095AX Gaming Laptop,80990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.1,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iuf6vBFtp-w1200-h1200/uf6vBFtp.jpg
81,HP,Victus 15-FB1001AX Gaming Laptop,55850,70.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://m.media-amazon.com/images/I/81g1yZggLYL.jpg
82,Acer,Aspire Lite AL15-51 UN.431SI.288 Laptop,38990,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris XE Graphics ,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iwwyjnuOS-w1200-h1200/wwyjnuOS.jpg
83,MSI,Thin GF63 11UCX-1492IN Gaming Laptop,53990,73.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,1TB,Hard-Disk,GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://i5.walmartimages.com/asr/c53d3561-5068-4ef5-b81b-b61fbe3bd189.1026f3576f0aa70bb082c66e850f5458.jpeg
84,Infinix,INBook X3 Slim XL422 Laptop,38990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-idCk82Xxh-w1200-h1200/dCk82Xxh.jpg
85,HP,Omen 16-xf0060AX Gaming Laptop,139234,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920,1080,Windows 11 OS,1,https://www.varindia.com/uploads/2018/02/6569b0613234c.jpg
86,MSI,Thin GF63 11UC-1490IN Gaming Laptop,57990,73.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,1TB,Hard-Disk,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.q0RLjFKAPPoe8KV_VS2J9gHaF7?rs=1&pid=ImgDetMain
87,Lenovo,LOQ 2023 Gaming Laptop,89999,64.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,1,https://oasthar.com/wp-content/uploads/2023/08/Lenovo-LOQ-2023-Gaming-Laptop-13th-Gen-Core-i5-8GB-512GB-SSD-Win11-8GB-Graph.png
88,Acer,One 14 Z8-415 ‎2023 Laptop,37990,60.0,11th Gen Intel Core i5  1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ijViMd3jW-w1200-h1200/jViMd3jW.jpg
89,Asus,VivoBook 14 X415EA-EK326WS Notebook,30990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Intel UHD,14.0,1920,1080,Windows 11 OS,1,https://www.nexus.com.bd/images/detailed/7/Asus_VivoBook_X415EA_Core_i3_11th_gen_Transparent_Silver_laptop.jpg
90,Dell,G15-5530 GN5530D83M6002ORB1 Gaming Laptop,92990,71.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://static3.webx.pk/files/4012/Images/1-4012-1786351-170623063406989.jpg
91,HP,15s-fr5009TU Laptop,42990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ivnzUtff7-w1200-h1200/vnzUtff7.jpg
92,Asus,TUF Gaming F15 FX506HF-HN025W Gaming Laptop,59089,72.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ijhz7SzjM-w1200-h1200/jhz7SzjM.jpg
93,HP,Victus 15-fa0998TX Gaming Laptop,72999,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.nTQki0J_Qnte4r0ow37IeQHaGU?rs=1&pid=ImgDetMain
94,HP,Omen 16-n0123AX Gaming Laptop,126742,77.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16.1,2560,1440,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ikwdParYK-w1200-h1200/kwdParYK.jpg
95,Apple,MacBook Air 15 2023 Laptop,126990,69.32352941,Apple M2,Octa Core (4P + 4E),8GB,DDR4,256GB,SSD,10-Core GPU,15.3,2880,1864,Mac OS,1,https://th.bing.com/th/id/OIP.G6u4WLh-CWnEVkjIIw7_DwHaFj?rs=1&pid=ImgDetMain
96,Samsung,Galaxy Book2 NP550XED-KA1IN 15 Laptop,49990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.Er9pPXjrkJObxzzJoGuIMAHaFK?rs=1&pid=ImgDetMain
97,Dell,Inspiron 5420 Laptop,74390,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,Intel Integrated UHD,14.0,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.adxAeD39mF96r3doMgVkDQHaHa?rs=1&pid=ImgDetMain
98,Dell,Inspiron 3520 D560871WIN9B Laptop,52990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://www.easternlogica.com/wp-content/uploads/2023/05/Dell-Inspiron-3520-D560871WIN9B-Black-15-inch-Laptop-01.jpg
99,Lenovo,IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,60990,67.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Graphics,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-94709554,imgsize-200,width-600/94709554.jpg"
100,HP,Omen 16-n0079AX Gaming Laptop,98174,80.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB AMD Radeon RX 6650M,16.1,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iOnhYuqAH-w1200-h1200/OnhYuqAH.jpg
101,Lenovo,E41-55 Laptop,18990,69.32352941,AMD Athlon Pro 3045B,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,AMD Radeon Graphics,14.0,1920,1080,Windows 11 OS,1,https://m.media-amazon.com/images/I/71Cxu3eSzIL._SL1500_.jpg
102,Asus,VivoBook 15 X515EA-EJ522WS Laptop,38990,60.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iEOSvWLBX-w1200-h1200/EOSvWLBX.jpg
103,HP,14s-fq1092au Laptop,41950,64.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ishl934oy-w1200-h1200/shl934oy.jpg
104,Xiaomi,Mi Notebook Ultra Laptop,46990,65.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,3200,2000,Windows 10  OS,1,https://th.bing.com/th/id/OIP.GGNLKC2YfIpg2hj1sLkyfwHaEK?rs=1&pid=ImgDetMain
105,iBall,Excelance CompBook Laptop,9999,69.32352941,Intel Atom Quad Core Z3735F,Quad Core,2GB,DDR3,32GB,Hard-Disk,Intel HD Graphics,11.6,1366,768,Windows 10 OS,1,https://i.gadgets360cdn.com/products/laptops/large/1546453540_635_iball_compbook-excelance.jpg
106,Asus,Vivobook 15 X1502ZA-EJ385WS Laptop,40990,69.32352941,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ivMyeMDSY-w420-h420/asus-vivobook-15-x15.jpg
107,Lenovo,IdeaPad Gaming 3 82SB00V5IN Laptop,74990,67.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ijiM4NgfF-w1200-h1200/jiM4NgfF.jpg
108,Zebronics,ZEB-NBC 3S 2023 Laptop,33990,65.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i2WS1LNEs-w500-h500/zebronics-pro-series.jpg
109,Zebronics,Pro Series Z ZEB-NBC 4S 2023 Laptop,39990,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i0M8QqdbN-w1200-h1200/0M8QqdbN.jpg
110,Asus,CX1101CMA-GJ0004 Chromebook,10990,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,LPDDR4,32GB,Hard-Disk,Intel UHD Graphics 600,11.6,1366,768,Chrome OS,1,https://lh3.googleusercontent.com/PzMNR7slFBRZF2OzH4Xpex_2iqLhM4d3K5iN-fH4ffgNTLDNRKqX-Pvs3bLXkmSUNQXFx1C1QGog6ADPki4LeonwsgIhT3hyFj8MBTB-4zFKuPzZydg=s2048
111,MSI,Katana 15 B13UDXK-1482IN Gaming Laptop,88990,75.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",32GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iXeNVtcic-w1200-h1200/XeNVtcic.jpg
112,HP,15s-fy5007TU Laptop,54990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-104891952,imgsize-200,width-600,imgv-1/104891952.jpg"
113,Lenovo,ThinkBook 15 G5 21JFA00BIN Laptop,49990,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.7xf17gfbQhl2r0OGo6E2LwHaGK?rs=1&pid=ImgDetMain
114,Asus,Vivobook 16 2023 X1605VA-MB947WS Laptop,80739,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,16.0,1920,1200,Windows 11 OS,1,https://th.bing.com/th/id/OIP.TW1JDJJpcb0EEfiVi9QWZAHaHa?rs=1&pid=ImgDetMain
115,Lenovo,Thinkpad E15 G4 21DJA0Y0IN Laptop,62990,64.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iTABelAAU-w1200-h1200/TABelAAU.jpg
116,HP,Victus 15-fa1132TX Laptop,62990,66.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.pXUS-5nEdL1T5YoauTxXdwHaGS?rs=1&pid=ImgDetMain
117,HP,Victus 15-fb1017AX Gaming Laptop,69501,71.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://m.media-amazon.com/images/I/81g1yZggLYL.jpg
118,Lenovo,IdeaPad Slim 5 14IAH8 83BF000UIN Laptop,59990,69.32352941,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i7idYCIvK-w1200-h1200/7idYCIvK.jpg
119,HP,Victus 15-fb1015AX Gaming Laptop,54990,69.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://m.media-amazon.com/images/I/71TN45+oJ0L._AC_SL1500_.jpg
120,Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,64990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.nqVKDLIkA7hXjnldz3evmwHaFS?w=768&h=548&rs=1&pid=ImgDetMain
121,MSI,Modern 15 B12M-612IN Laptop,37729,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.uoepxYk8_uLu2RDRukDbNQHaFj?rs=1&pid=ImgDetMain
122,Lenovo,IdeaPad Gaming 3 82K2025MIN Laptop,50712,69.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1,https://techstoriesindia.in/wp-content/uploads/2023/07/Lenovo-IdeaPad-Gaming-3-82K2025MIN-1-1-768x648.jpg
123,MSI,Modern 14 C11M-029IN Laptop,44990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iR0LDO8Lr-w1200-h1200/R0LDO8Lr.jpg
124,Chuwi,CoreBook X Laptop,23990,69.32352941,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920,1200,Windows 11 OS,1,https://th.bing.com/th/id/OIP.RG-ozqZ-P17H0gVxIVRnbgAAAA?rs=1&pid=ImgDetMain
125,HP,15s-ey2001AU Laptop,49990,63.0,5th Gen AMD Ryzen 7   5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Radeon,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i8nfgUd7L-w1200-h1200/8nfgUd7L.jpg
126,HP,Pavilion 15-eg3079TU Laptop,72990,66.0,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ilCNAT0d8-w420-h420/hp-pavilion-15-eg307.jpg
127,Lenovo,IdeaPad Slim 3 82H803B6IN Laptop,52101,66.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iBeT1C65S-w1200-h1200/BeT1C65S.jpg
128,Infinix,INBook X2 Slim Series Laptop,28990,69.32352941,11th Gen Intel Core i3  1115G4,"Dual Core, 4 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated UHD Graphics,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iGqjxcGdA-w1200-h1200/GqjxcGdA.jpg
129,HP,Pavilion 15s-fq5190TU Laptop,69490,65.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-101370294,imgsize-200,width-600,imgv-2/101370294.jpg"
130,Acer,Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop,39965,69.32352941,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iJgjsQsIk-w420-h420/acer-aspire-5-a515-5.jpg
131,Acer,Aspire 5 14 A514-56GM 2023 Gaming Laptop,54990,67.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iSBVhxU55-w1200-h1200/SBVhxU55.jpg
132,Asus,Vivobook 15 X1502ZA-EJ532WS Laptop,46999,64.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.aVH17cqSNblAOHBCzBdMdAHaEW?rs=1&pid=ImgDetMain
133,Asus,Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,83990,65.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,15.6,2880,1620,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iyjzQ7ALu-w1200-h1200/yjzQ7ALu.jpg
134,HP,Victus 15-fb0108AX Gaming Laptop,51499,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,1920,1080,Windows 11 OS,1,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6503/6503849_sd.jpg
135,Dell,Vostro 3425 M552321WIN9S Laptop,50990,68.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14.0,1920,1080,Windows 11 OS,1,https://media.croma.com/image/upload/v1689334653/Croma%20Assets/Computers%20Peripherals/Laptop/Images/274073_0_k3s7ps.png
136,HP,Chromebook 15a-na0012TU Laptop,23990,69.32352941,Intel Celeron  N4500,"Dual Core, 2 Threads",4GB,LPDDR4x,128GB,Hard-Disk,Intel Integrated UHD Graphics,15.6,1366,768,Chrome OS,1,https://in-media.apjonlinecdn.com/catalog/product/cache/b3b166914d87ce343d4dc5ec5117b502/7/4/743A1PA-1_T1680321527.png
137,Acer,Aspire 3 A315-24P NX.KDESI.003 Laptop,27990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphiics,15.6,1920,1080,Windows 11 OS,1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1683556301/Croma%20Assets/Computers%20Peripherals/Laptop/Images/269709_0_radnnx.png?tr=w-1000
138,HP,Pavilion x360 14-ek1010TU Laptop,79990,70.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://5.imimg.com/data5/SELLER/Default/2023/8/338272187/WT/NN/OY/194847742/71gwiwwjaql-sl1500-1000x1000.jpg
139,Samsung,Galaxy Book 3 NP750XFG-KA3IN Laptop,84390,60.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iafKxqLP2-w1200-h1200/afKxqLP2.jpg
140,Infinix,INBook Y1 Plus Laptop,24990,69.32352941,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB,LPDDR4X,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ie14cSoYp-w1200-h1200/e14cSoYp.jpg
141,Samsung,Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop,281990,82.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,1TB,SSD,NVIDIA GeForce RTX 4070,16.0,2880,1800,Windows 11 OS,1,https://th.bing.com/th/id/OIP.7YZojNWgJEpUUuI-IbQyPAHaFj?rs=1&pid=ImgDetMain
142,Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,26590,69.32352941,AMD Athlon 7120U,"Dual Core, 2 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1366,768,Windows 11 OS,1,https://th.bing.com/th/id/OIP.7ExsxztGRfQ1gJfbkws07gHaE2?rs=1&pid=ImgDetMain
143,Infinix,INBook X2 Slim Series XL23 2023 Laptop,37990,60.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,LPDDR4X,1TB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iGqjxcGdA-w1200-h1200/GqjxcGdA.jpg
144,Asus,Vivobook Pro 15 M6500RC-HN741WS Laptop,71189,70.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://assets.mydeal.com.au/47575/asus-vivobook-pro-15-oled-m6500rc-rtx-3050-gaming-laptop-15-6-fhd-144hz-amd-m6500rc-hn064w-9338154_00.jpg?v=638074220342030327&imgclass=dealpageimage
145,HP,Victus 16-s0095AX Gaming Laptop,85999,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.1,1920,1080,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/WPCWZaTXzWWHhqiAnoaSpa.jpg
146,Lenovo,Yoga 7 82YM0074IN Laptop,93990,80.0,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,AMD Radeon Graphics,14.0,2880,1800,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i6lzukAQL-w1200-h1200/6lzukAQL.jpg
147,Asus,Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop,84990,69.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14.0,3840,2400,Windows 11 OS,1,https://th.bing.com/th/id/OIP.5is7RD2mhCsjbLxQb_-VdQHaHa?rs=1&pid=ImgDetMain
148,Dell,Inspiron 3530 2023 Laptop,44190,69.32352941,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,1TB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.p1M4qMUKhWB-htP7iBzkTgAAAA?rs=1&pid=ImgDetMain
149,Acer,Predator 16 NH.QLUSI.005 Laptop,159990,79.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560,1600,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iI1E0yTwe-w1200-h1200/I1E0yTwe.jpg
150,HP,Victus 15-fb0134AX Gaming Laptop,52990,70.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.iJIMKIsSeeEPb1kh6qwhMwAAAA?rs=1&pid=ImgDetMain
151,Acer,Aspire Lite 2023 AL15-51 Laptop,39990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iwwyjnuOS-w1200-h1200/wwyjnuOS.jpg
152,Dell,Inspiron 2023 14 5430 Laptop,73990,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iIlXYbnIq-w1200-h1200/IlXYbnIq.jpg
153,Lenovo,IdeaPad Gaming 3 82K101L7IN Laptop,57500,70.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GTX 1650,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.SwOHmsgNevHaHyTBLwk6pwHaGe?rs=1&pid=ImgDetMain
